OBJECTID,FIPS,NAMELSAD10,Childhood Poverty,High School Dropout Rate,"Persons 16-19 No HS Diploma, Unemployed",High school Completion,"Reading, School proficiency rates of three nearest in-district primary schools","Math, School proficiency rates of three nearest in-district primary schools",Percent of students receiving free or reduced price lunches,Percent of households receiving a form of public assistance,Median Household Income,Unemployment Rate,Change in jobs within a 5 mile radius,Vacant Property,Property Values,Homeownership rates,Poverty Rates,Percent change in population from 2000-2010.,Kirwan Opportunity Index,Kirwan Opportunity Index Ordinal Categories
680,26125128500,Census Tract 1285,0.850547,0,8.860759,73.383459,84.456046,58.996395,19.637071,0,79821,9.592861,-25.285208,7.790008,176300,77.777778,1.027617,-1.670865,0.612362,Very High
681,26125128600,Census Tract 1286,7.167235,0,3.773585,81.244109,84.456046,58.996395,19.637071,4.327808,102969,6.572238,-25.722435,6.37931,264600,94.383057,6.897581,20.888463,0.745506,Very High
682,26125128800,Census Tract 1288,0,0,0,77.956481,84.456046,58.996395,19.637071,1.821494,83170,14.097969,-28.334046,0,196600,90.346084,4.745763,27.75408,0.651968,Very High
683,26147631600,Census Tract 6316,0,0,17.241379,61.32879,61.498168,29.886107,51.983806,1.166966,42396,6.074343,-13.363921,16.679132,192100,47.576302,4.867814,-6.43924,0.20619,Moderate
684,26147632000,Census Tract 6320,13.351017,3.097345,0,55.530559,61.498168,29.886107,51.983806,5.070603,48426,13.993711,-6.850665,13.875069,141900,81.771502,9.696668,1.477264,0.194594,Moderate
685,26147633100,Census Tract 6331,4.88189,0,17.93722,62.44204,61.498168,29.886107,51.983806,1.510859,68818,7.96131,-13.380814,2.933089,159000,91.595845,5.292172,0.219974,0.412486,High
686,26147633200,Census Tract 6332,1.017442,11.004785,2.870813,52.557673,80.834247,52.049315,38.917406,0.93361,60682,8.098592,-13.380814,10.492108,142600,89.315353,4.463668,1.865537,0.462496,High
687,26147634600,Census Tract 6346,23.360965,9.708738,11.650485,48.943386,61.498168,29.886107,51.983806,1.574074,50577,13.498723,-13.731601,2.658855,122400,81.342593,16.1377,11.686364,0.12079,Moderate
688,26147635000,Census Tract 6350,22.088836,15.178571,0,53.114459,61.498168,29.886107,51.983806,5.55327,57449,9.407338,-14.243044,9.594645,145700,81.694776,12.0595,11.681351,0.128644,Moderate
689,26147636000,Census Tract 6360,60.934579,11.328125,12.5,40.936107,61.498168,29.886107,51.983806,6.542056,29468,23.909532,-13.765284,8.910329,90200,56.82243,36.4818,42.43117,-0.416534,Low
690,26147637200,Census Tract 6372,2.455146,3.381643,28.502415,54.945904,82.669898,57.632143,25.492382,3.020566,52214,15.345982,-16.155229,8.470588,126100,79.048843,4.224626,-3.109188,0.281609,High
691,26147637300,Census Tract 6373,8.227848,0,17.283951,53.702717,82.669898,57.632143,25.492382,2.836305,37337,15.141431,-16.155229,12.544295,146600,71.71799,13.4199,9.852184,0.228123,Moderate
692,26147640100,Census Tract 6401,4.291045,7.692308,21.794872,73.520924,80.210863,50.459365,30.997017,1.136364,68000,7.980296,-16.655172,11.409396,196200,98.358586,4.558541,14.069415,0.519115,High
693,26147640200,Census Tract 6402,10.37594,0,25.263158,58.275862,80.210863,50.459365,30.997017,0,69342,9.281961,-19.200787,1.072706,183500,89.036145,7.270408,6.258009,0.491918,High
694,26147641000,Census Tract 6410,0.112108,0,14.671815,57.274633,80.210863,50.459365,30.997017,1.851852,60858,10.048886,-26.877435,1.662708,205000,94.202899,4.95356,5.971583,0.464065,High
695,26147642000,Census Tract 6420,13.457944,0,9.646302,61.014534,80.210863,50.459365,30.997017,1.679528,50471,9.847072,-17.875849,9.639048,154400,73.58148,9.498919,-5.254512,0.362185,High
696,26147643000,Census Tract 6430,6.412478,0,7.746479,51.029216,80.210863,50.459365,30.997017,0,49773,12.055455,-25.742115,15.353938,188600,74.852768,5.704791,4.205572,0.322406,High
697,26147644000,Census Tract 6440,9.272919,3.004292,13.304721,45.763271,80.210863,50.459365,30.997017,3.835307,44564,14.568716,-36.588629,15.167464,101900,70.896785,13.4559,-7.827113,-0.012229,Moderate
698,26147645000,Census Tract 6450,20.095125,6.122449,14.965986,48.550411,80.210863,50.459365,30.997017,0.233463,57604,18.46071,-33.079163,7.354001,169000,90.038911,15.4488,-7.666025,0.174357,Moderate
699,26147646000,Census Tract 6460,23.430178,10.441767,8.433735,45.152181,64.108547,32.24322,43.727034,2.143685,50357,15.528531,-37.808765,12.16285,110500,91.135574,13.3036,-6.526052,-0.070755,Low
700,26147647000,Census Tract 6470,8.232932,0,25.925926,58.769477,64.108547,32.24322,43.727034,0,63083,9.179927,-37.808765,16.693505,210300,86.85567,3.352815,-9.919568,0.172762,Moderate
701,26099240600,Census Tract 2406,9.724888,1.948052,2.380952,58.543771,75.621371,40.046454,24.037922,1.910152,55513,9.351242,-19.811291,8.273848,154600,73.965334,5.645637,3.373158,0.380069,High
702,26099240700,Census Tract 2407,2.866242,0,27.192982,59.952446,75.621371,40.046454,24.037922,1.603592,81938,7.535246,-19.385355,5.743652,209700,97.754971,3.304429,-5.539707,0.536154,High
703,26099240800,Census Tract 2408,25.897187,0,0,49.767008,75.621371,40.046454,24.037922,5.192308,40833,9.556549,-19.483084,13.535085,100900,84.5,16.0801,-2.188166,0.16556,Moderate
704,26099241000,Census Tract 2410,23.550725,18.090452,13.567839,56.480605,76.713948,50.791801,34.75838,2.638007,40818,10.75407,-17.755608,9.584806,141100,51.978505,13.4714,-5.426743,0.075853,Moderate
705,26099241200,Census Tract 2412,11.42304,0,10.996564,49.276295,69.322699,42.69878,60.094813,2.834646,50528,16.169545,-21.383597,9.587091,124400,81.889764,13.8273,-0.015045,0.113643,Moderate
706,26099241300,Census Tract 2413,18.611521,4.812834,3.208556,46.424315,76.336212,45.992562,41.854097,2.446184,36607,19.055794,-11.541482,7.67841,159100,37.573386,13.8427,2.324967,0.08788,Moderate
707,26099241500,Census Tract 2415,0,0,0,53.415409,76.336212,45.992562,41.854097,1.492537,53079,11.810513,-14.957552,5.467372,179700,55.348259,3.58959,17.502115,0.391581,High
708,26099241600,Census Tract 2416,13.829787,0,8.208955,46.606607,76.336212,45.992562,41.854097,1.081613,43220,13.248767,-18.378552,4.775281,104800,57.423795,15.141,0.719652,0.170712,Moderate
709,26099241700,Census Tract 2417,35.030729,6.761566,34.163701,47.432686,69.322699,42.69878,60.094813,7.956989,41743,24.962064,-18.378552,7.875186,85600,66.989247,19.4004,-7.522753,-0.308894,Low
710,26099241800,Census Tract 2418,22.073384,5.925926,13.703704,50.875075,76.713948,50.791801,34.75838,5.932606,37483,16.066482,-29.461099,0.566305,155400,62.648315,17.2444,15.362751,-0.005447,Moderate
711,26099241900,Census Tract 2419,17.821782,3.985507,17.028986,52.794849,69.322699,42.69878,60.094813,3.129584,47656,14.650388,-28.047471,6.364469,131700,63.031785,11.6725,2.081614,-0.002781,Moderate
712,26099242100,Census Tract 2421,15.671642,27.272727,23.376623,52.65896,76.713948,50.791801,34.75838,3.29277,30040,16.174298,-17.624719,13.55198,81100,22.548318,13.8338,1.997491,-0.22573,Low
713,26099242500,Census Tract 2425,10.481928,0,9.338521,62.419146,75.621371,40.046454,24.037922,1.576577,58722,5.761719,-17.171737,2.022803,156200,77.89039,7.807912,6.295747,0.469894,High
714,26099243500,Census Tract 2435,10.279605,4.575163,0,71.71224,57.476518,27.498805,69.400245,5.758242,51373,6.504599,-16.277916,9.072742,207300,38.461538,8.97951,11.424921,0.137928,Moderate
715,26099244000,Census Tract 2440,0,0,0,55.826201,75.621371,40.046454,24.037922,0,60400,13.662791,-17.454437,5.064782,168400,94.168734,2.239162,17.132141,0.532083,High
716,26099245000,Census Tract 2450,45.728643,0,10.273973,41.203351,57.476518,27.498805,69.400245,6.214397,22002,23.887748,-17.508361,10.725844,69800,40.911445,29.0107,-5.214535,-0.457135,Low
717,26125183300,Census Tract 1833,2.455357,0,0,74.05619,82.727665,54.63985,27.335375,0.75662,62734,2.966102,-20.495223,3.056235,135000,83.858764,3.500343,-1.996093,0.637937,Very High
718,26125183500,Census Tract 1835,2.430556,0,8.064516,68.329596,82.727665,54.63985,27.335375,0.545455,46813,10.393258,-19.657546,8.561929,148900,39.363636,9.19708,-12.427678,0.33831,High
719,26125183600,Census Tract 1836,0,33.333333,6.535948,84.520807,82.727665,54.63985,27.335375,0.621118,74598,6.614626,-19.567056,7.115385,201600,85.714286,3.892427,-6.336358,0.527739,High
720,26125183700,Census Tract 1837,0.76118,4.100946,0,81.089294,82.727665,54.63985,27.335375,1.715778,64448,3.153023,-20.552381,2.75662,178700,73.218948,3.581986,-10.544166,0.631248,Very High
721,26125183800,Census Tract 1838,0,0,10.084034,73.031871,82.727665,54.63985,27.335375,0.662252,69760,8.17734,-21.359479,3.984739,165300,73.951435,7.499455,-6.016164,0.554383,Very High
722,26125184000,Census Tract 1840,0,10.869565,3.804348,78.885503,82.727665,54.63985,27.335375,0,86607,5.043301,-16.886719,1.425517,212900,82.501808,3.478832,-5.071947,0.740455,Very High
723,26125184100,Census Tract 1841,8.373206,24.444444,0,78.854415,82.727665,54.63985,27.335375,0.733676,62690,10.501811,-15.918246,10.092348,188100,53.411592,9.534207,-3.655715,0.391176,High
724,26125184200,Census Tract 1842,3.916449,0,22.222222,77.945026,82.727665,54.63985,27.335375,2.113668,59688,8.56531,-16.374247,6.08734,174100,60.356975,10.7938,-1.479938,0.437175,High
725,26125184300,Census Tract 1843,3.522505,0,10.752688,67.157519,82.727665,54.63985,27.335375,0,64167,5.510535,-17.332945,7.080925,146800,78.460342,2.301534,-5.540269,0.574853,Very High
726,26125184500,Census Tract 1845,0.299401,13.207547,0,86.506575,82.727665,54.63985,27.335375,0.608167,65781,6.516129,-15.918246,17.313218,237600,51.172893,6.373429,3.924337,0.532912,High
727,26125184600,Census Tract 1846,0,0,0,75.326493,82.727665,54.63985,27.335375,5.435592,64809,6.892655,-16.55189,14.946168,160500,73.492182,8.421436,-2.507464,0.480721,High
728,26125184700,Census Tract 1847,0,0,47.619048,65.514469,82.727665,54.63985,27.335375,0,61938,11.880262,-20.683202,11.393939,137500,87.414501,1.920768,-7.405309,0.349398,High
729,26125128900,Census Tract 1289,3.074671,0,9.022556,79.767442,84.456046,58.996395,19.637071,0,73836,9.98452,-21.170944,1.086957,249300,74.725275,7.122995,14.182915,0.686801,Very High
730,26125129000,Census Tract 1290,1.515152,0,0,66.620562,84.456046,58.996395,19.637071,1.433121,59848,9.36058,135.17955,7.579102,184000,71.656051,4.601335,8.579145,1.659889,Very High
731,26125130100,Census Tract 1301,2.96846,0,21.73913,54.910097,72.40094,47.110942,39.729804,1.804124,63375,8.99067,-9.85592,11.717861,215100,79.381443,8.615246,18.075381,0.425053,High
732,26125130200,Census Tract 1302,4.63027,0.858369,27.467811,63.403398,72.40094,47.110942,39.729804,3.265766,73400,11.862568,-10.490304,9.664293,174000,81.813063,4.685981,-2.294032,0.397762,High
733,26125130300,Census Tract 1303,20.854527,20.920502,9.205021,61.168781,74.734015,53.11288,25.809989,6.747536,74375,13.535536,-15.146399,7.438596,227500,92.873389,12.5833,55.38513,0.317394,High
734,26125130400,Census Tract 1304,3.763441,0,0,67.750802,65.788687,31.240217,44.098316,0.840336,81319,9.901599,-10.062272,6.446541,211300,99.327731,3.552097,0.947072,0.632705,Very High
735,26125130500,Census Tract 1305,3.272727,0,0,68.753056,74.734015,53.11288,25.809989,1.458523,78859,6.392962,-31.408348,6.638298,197700,94.530538,5.467928,-1.354974,0.576586,Very High
736,26125130700,Census Tract 1307,0.894085,12.295082,19.398907,64.431705,80.341341,63.079038,21.554886,0,81250,6.358382,-14.307909,6.597077,205300,88.421994,2.973422,26.627794,0.638012,Very High
737,26125131100,Census Tract 1311,0,0,17,63.710778,74.734015,53.11288,25.809989,0,74583,7.225691,-18.85687,12.81768,184300,95.81749,3.034614,-2.722812,0.571637,Very High
738,26125131300,Census Tract 1313,1.342282,0,15.086207,61.972296,74.734015,53.11288,25.809989,1.074627,66189,10.021786,-12.197643,8.419902,209000,85.552239,3.66242,30.153776,0.561989,Very High
739,26125131400,Census Tract 1314,22.879684,3.977273,0,57.469015,74.734015,53.11288,25.809989,0.943396,63667,15.046296,-10.490304,10.074231,217600,83.490566,11.7754,-1.944022,0.462519,High
740,26125131600,Census Tract 1316,10.364964,0,3.597122,62.941847,74.734015,53.11288,25.809989,1.499423,68854,11.471698,-29.550905,9.968847,188900,88.119954,8.981132,-2.631914,0.421648,High
741,26125131800,Census Tract 1318,29.291045,4.255319,21.702128,60.917782,74.734015,53.11288,25.809989,0,55804,15.14713,-13.716713,9.695122,147100,97.2316,18.8328,-16.271376,0.31918,High
742,26125132100,Census Tract 1321,7.570423,0,2.473498,68.142746,74.734015,53.11288,25.809989,2.174988,80444,7.453626,-4.83185,6.212332,255200,89.619377,6.71503,-5.160049,0.75366,Very High
743,26125132600,Census Tract 1326,1.332065,2.21519,4.113924,77.676288,74.734015,53.11288,25.809989,0.525526,111250,6.992665,-11.417209,11.612475,332500,97.297297,1.7991,26.180328,0.921145,Very High
744,26125132700,Census Tract 1327,0,3.488372,5.813953,68.706468,74.734015,53.11288,25.809989,2.712477,83707,8.456118,16.513014,9.195402,204700,84.358047,2.853166,-4.666891,0.833637,Very High
745,26125133002,Census Tract 1330.02,4.304933,6.842105,24.736842,70.725034,80.341341,63.079038,21.554886,0,82313,7.272727,-6.137396,1.140065,211300,90.444811,4.004544,24.642172,0.740567,Very High
746,26125133003,Census Tract 1330.03,16.60693,0,0,70.887918,80.341341,63.079038,21.554886,2.740689,58098,6.448311,-12.668838,7.597403,189500,62.895292,9.079679,66.467676,0.536851,High
747,26125133100,Census Tract 1331,45.509586,12.734082,15.730337,63.710021,80.341341,63.079038,21.554886,4.272086,27089,12.196941,-8.04461,12.644928,59300,6.138532,27.4347,-15.657203,-0.118727,Low
748,26125134000,Census Tract 1340,2.914798,0,7.051282,71.184772,80.341341,63.079038,21.554886,3.429603,79625,8.918821,-11.982085,10.064935,190000,93.862816,5.651721,21.549417,0.666182,Very High
749,26125134400,Census Tract 1344,5.267062,0,4.782609,78.411745,80.341341,63.079038,21.554886,1.346389,80061,7.285829,-3.177104,7.264472,199500,90.697674,4.601227,-2.50373,0.820386,Very High
750,26125134500,Census Tract 1345,6.17849,5.442177,3.401361,69.349555,80.341341,63.079038,21.554886,1,76500,7.683742,-23.197313,2.359642,200500,83.916667,4.800725,3.480848,0.625767,Very High
751,26125134600,Census Tract 1346,5.498982,4.347826,3.864734,64.162257,80.341341,63.079038,21.554886,1.635056,72819,7.540057,-8.380844,9.419431,173400,85.938522,3.256611,-6.709717,0.660111,Very High
752,26125134700,Census Tract 1347,15.371025,0,3.921569,52.421368,80.341341,63.079038,21.554886,7.247557,44722,14.063472,-7.364195,13.824561,107400,63.599349,8.469647,6.840316,0.249509,Moderate
753,26125134900,Census Tract 1349,13.396005,10.687023,15.267176,64.376771,80.341341,63.079038,21.554886,2.926829,50578,17.828054,-10.530706,15.211397,152300,63.739837,12.2767,5.094818,0.246954,Moderate
754,26147648000,Census Tract 6480,45.132743,0,0,58.51272,64.108547,32.24322,43.727034,4.424779,50296,21.085595,-29.115646,66.842723,300400,96.106195,11.1111,-8.612234,-0.135811,Low
755,26125187000,Census Tract 1870,2.173913,0,18.556701,85.439838,60.771242,29.592105,54.969728,1.875,107750,6.182965,-17.632495,2.097902,254000,93.928571,3.485149,-2.043195,0.64852,Very High
756,26125188000,Census Tract 1880,0,0,0,86.198921,84.29577,66.962763,24.675886,0.716332,104574,3.165736,-25.188706,4.054983,294600,95.630372,1.086394,2.492088,0.954034,Very High
757,26125190200,Census Tract 1902,0,0,16.425121,77.523984,83.775579,74.759847,12.193143,3.150315,115987,9.170052,-23.032737,0.892061,327400,93.969397,2.774275,20.62955,0.889002,Very High
758,26125190400,Census Tract 1904,5.483029,0,20.634921,61.131899,84.456046,58.996395,19.637071,6.736658,81063,11.243719,88.418129,6.769984,236300,92.213473,5.98345,-4.324361,1.262418,Very High
759,26125190700,Census Tract 1907,0.57508,3.394256,7.310705,89.017735,83.775579,74.759847,12.193143,0,130788,7.034142,-23.502824,2.774019,322000,94.224078,0.949367,64.967786,1.054066,Very High
760,26125190800,Census Tract 1908,0,0,0,88.888889,83.775579,74.759847,12.193143,0,111667,4.239213,-17.750293,4.195271,376900,86.863057,0,50.403904,1.109158,Very High
761,26125191100,Census Tract 1911,8.641975,0,0,76.906928,83.775579,74.759847,12.193143,1.170732,45417,5.407524,-36.158435,19.921875,229400,40.878049,12.0095,2.872991,0.36373,High
762,26125191200,Census Tract 1912,9.611231,40,40,80.395137,83.775579,74.759847,12.193143,1.311624,73675,9.881725,-30.029248,5.754476,222800,68.068747,5.931095,18.883219,0.268414,High
763,26125191300,Census Tract 1913,4.266874,0,0,90.826772,83.775579,74.759847,12.193143,0.703235,136176,5.305652,-44.69578,4.435484,341800,96.272855,3.408521,59.989081,0.965465,Very High
764,26125192000,Census Tract 1920,5.400844,0,22.413793,79.541355,83.775579,74.759847,12.193143,1.226994,72675,6.782802,-24.012575,5.819232,211300,71.603856,6.334257,20.929612,0.607688,Very High
765,26125192400,Census Tract 1924,0,0,0,77.6,83.775579,74.759847,12.193143,1.091703,98083,7.393484,-31.103428,7.381193,262500,88.810044,2.731315,-3.096247,0.807746,Very High
766,26125192500,Census Tract 1925,1.627907,5.660377,4.150943,92.973231,83.775579,74.759847,12.193143,0,152237,8.623745,-21.604714,0,342600,98.377863,2.243995,-13.111563,1.162881,Very High
767,26125192800,Census Tract 1928,22.077922,0,5.452292,80.978261,83.775579,74.759847,12.193143,0,63472,8.55615,-31.550079,3.571429,0,0,10.6383,18.186471,0.322323,High
768,26125193000,Census Tract 1930,1.675978,0,0,77.887931,83.775579,74.759847,12.193143,0.984413,85982,7.073588,-31.775692,3.023071,212800,88.187039,3.756437,-6.710334,0.749663,Very High
769,26125193100,Census Tract 1931,2.35732,0,3.508772,83.242401,83.775579,74.759847,12.193143,2.293578,87798,6.484817,-29.881377,2.492013,235500,72.083879,2.534819,-7.527689,0.730462,Very High
770,26125193400,Census Tract 1934,7.453936,3.383459,15.789474,81.740741,83.775579,74.759847,12.193143,0.514706,116081,9.178947,-30.026768,4.157858,247800,96.838235,6.148713,12.804613,0.800787,Very High
771,26125193500,Census Tract 1935,44.032445,0,18.831169,64.62073,83.775579,74.759847,12.193143,3.988868,39476,9.491268,-50.355755,7.626392,19300,74.953618,25.982,23.236008,-0.060386,Low
772,26125193600,Census Tract 1936,19.135802,0,6.060606,65.640704,83.775579,74.759847,12.193143,4.054054,64167,10.37037,-39.905914,5.778648,180100,88.877339,11.0255,14.351503,0.389974,High
773,26125193700,Census Tract 1937,6.330472,0,11.210762,73.498826,83.775579,74.759847,12.193143,0.887574,72262,10.768581,-35.804285,7.95207,201200,61.12426,8.661049,15.962403,0.468096,High
774,26125194100,Census Tract 1941,1.12835,0,0,78.104738,83.775579,74.759847,12.193143,1.182894,85959,4.720745,-22.207681,4.766031,215300,93.084622,1.719395,0.346441,0.848331,Very High
775,26125194200,Census Tract 1942,0,0,26.086957,83.740912,83.775579,74.759847,12.193143,0,78375,10.156971,-30.637692,1.969873,188000,93.971631,0.482574,4.24797,0.662307,Very High
776,26125194300,Census Tract 1943,10.691824,0,0,87.273414,83.775579,74.759847,12.193143,1.68185,102917,7.149853,-31.983541,6.241787,326500,70.91801,6.861925,14.976357,0.800695,Very High
777,26125194500,Census Tract 1945,0,0,0,42.077088,76.584127,49.403162,29.706202,0,33722,1.351351,-23.273851,6.965944,60600,88.352745,9.915014,-19.636139,0.358946,High
778,26125194600,Census Tract 1946,7.710558,8.219178,4.794521,74.321267,76.584127,49.403162,29.706202,1.700458,68259,11.1506,-23.287419,3.227848,184400,82.406802,6.532004,6.152919,0.468966,High
779,26125196100,Census Tract 1961,4.965517,10.344828,15.047022,78.18321,87.527152,78.526092,12.988768,1.694915,82636,9.58023,-21.935678,5.750799,234200,81.88862,4.806524,2.927926,0.660898,Very High
780,26125196200,Census Tract 1962,4.325438,0,0,75.314861,87.527152,78.526092,12.988768,0,83906,8.05169,-22.700949,1.90409,233700,94.392523,4.088844,8.260869,0.853813,Very High
781,26125196400,Census Tract 1964,0,1.030928,6.185567,83.370787,76.584127,49.403162,29.706202,1.918819,132470,4.222451,-24.310147,6.551724,339900,96.162362,1.937787,-3.936927,0.920216,Very High
782,26125196500,Census Tract 1965,1.048689,5.54371,16.41791,84.854212,87.527152,78.526092,12.988768,0.57971,94477,9.885796,-23.098383,0,265500,93.429952,2.361034,-8.145637,0.838915,Very High
783,26125196600,Census Tract 1966,1.467505,20,0,83.704647,87.527152,78.526092,12.988768,1.838235,148600,5.580159,-24.262542,1.923077,347500,92.401961,1.401447,-3.632997,1.042706,Very High
784,26125135000,Census Tract 1350,22.727273,17.346939,17.346939,44.133192,74.734015,53.11288,25.809989,11.582213,47356,18.75,-5.117508,8.945386,28100,96.897622,15.8895,342.559751,-0.031766,Moderate
785,26125135100,Census Tract 1351,4.009434,3.055556,6.944444,76.57385,74.734015,53.11288,25.809989,0,102952,12.638992,-9.478576,3.320631,256800,98.93018,3.665131,-15.197205,0.824878,Very High
786,26125135200,Census Tract 1352,2.262443,0,46.218487,75.099038,80.341341,63.079038,21.554886,0.742804,86328,12.022901,-3.587157,6.5915,165700,90.250696,2.770296,76.515244,0.626654,Very High
787,26125136000,Census Tract 1360,9.966216,0,0,78.323011,80.341341,63.079038,21.554886,0,57993,1.518603,-11.248793,14.662577,186700,55.787203,7.594937,88.428181,0.621101,Very High
788,26125136101,Census Tract 1361.01,6.368159,0,8.641975,77.907777,85.257143,75.068027,9.520757,0.600437,80403,10.30445,-8.304244,5.371901,255900,72.598253,5.333333,-13.732681,0.816292,Very High
789,26125136102,Census Tract 1361.02,37.86295,0,0,70.928753,80.341341,63.079038,21.554886,2.899718,48235,11.088642,-8.304244,1.546392,336000,8.779702,19.4589,320.90346,0.412808,High
790,26125136500,Census Tract 1365,7.530364,0.473934,8.056872,79.66805,85.257143,75.068027,9.520757,1.326017,64827,9.278351,-10.212588,9.962948,152800,74.988569,4.929301,-3.133567,0.671831,Very High
791,26125136600,Census Tract 1366,3.641591,0,3.239741,80.771456,85.257143,75.068027,9.520757,0,84135,4.345827,-17.608448,8.076806,214800,65.086207,4.184818,22.193013,0.801175,Very High
792,26125136700,Census Tract 1367,3.462158,0,5.30504,81.69239,85.257143,75.068027,9.520757,0,83447,6.466877,-17.418541,9.215845,244100,74.666073,3.366337,-6.190472,0.821137,Very High
793,26125136800,Census Tract 1368,6.270627,7.377049,10.655738,73.692705,80.341341,63.079038,21.554886,1.434933,57318,5.855856,-13.461988,4.308712,172700,72.538347,4.332983,19.538766,0.561191,Very High
794,26125137400,Census Tract 1374,0,0,9.499136,89.906791,89.671429,60.285955,5.947595,0.963597,159868,5.90796,-13.501777,0,427700,97.537473,0,20.599397,1.308193,Very High
795,26125137700,Census Tract 1377,5.852417,15.454545,10,73.931324,89.671429,60.285955,5.947595,3.221957,70806,7.303974,-15.302039,8.214677,272100,58.591885,6.680265,-3.524178,0.559643,Very High
