OBJECTID,FIPS,NAMELSAD10,Childhood Poverty,High School Dropout Rate,"Persons 16-19 No HS Diploma, Unemployed",High school Completion,"Reading, School proficiency rates of three nearest in-district primary schools","Math, School proficiency rates of three nearest in-district primary schools",Percent of students receiving free or reduced price lunches,Percent of households receiving a form of public assistance,Median Household Income,Unemployment Rate,Change in jobs within a 5 mile radius,Vacant Property,Property Values,Homeownership rates,Poverty Rates,Percent change in population from 2000-2010.,Kirwan Opportunity Index,Kirwan Opportunity Index Ordinal Categories
1021,26115831400,Census Tract 8314,34.944671,2.020202,11.313131,53.744939,58.806944,27.556264,50.110132,3.774813,42046,13.507742,-11.267029,5.93817,166600,53.335503,20.7126,11.187922,0.01619,Moderate
1022,26115831500,Census Tract 8315,1.761518,0,10.447761,54.770756,58.806944,27.556264,50.110132,2.654867,51125,7.228916,-11.287603,6.730159,155900,66.984343,7.803121,-5.694389,0.268443,High
1023,26115831600,Census Tract 8316,27.242525,15,0,50.766747,58.806944,27.556264,50.110132,1.213282,49727,9.279609,-11.194312,8.581436,128600,55.108557,13.8554,-6.66301,0.09548,Moderate
1024,26115831700,Census Tract 8317,24.348534,0,10.416667,49.221184,71.044796,33.932579,37.081784,1.302932,54801,12.006157,-10.955228,8.412888,113200,72.508143,15.7585,4.432863,0.230618,Moderate
1025,26115831900,Census Tract 8319,30.215827,11.25,23.125,42.432683,58.806944,27.556264,50.110132,9.005629,28897,17.908309,-10.955228,13.474026,98000,49.155722,25.2308,-7.787232,-0.379302,Low
1026,26115832000,Census Tract 8320,31.960784,0,25.287356,65.41904,58.806944,27.556264,50.110132,2.00267,48264,3.6862,-8.512154,11.882353,116000,61.815754,18.442,-5.339199,0.1239,Moderate
1027,26115832100,Census Tract 8321,30.329041,33.536585,26.829268,50.570571,58.806944,27.556264,50.110132,7.847896,31188,15.803815,-10.955228,16.823688,113800,41.909385,26.9695,-3.68866,-0.462663,Low
1028,26115832300,Census Tract 8323,25.687104,0,10.588235,35.13324,58.806944,27.556264,50.110132,3.885135,46178,14.928511,-8.512154,11.377246,82200,81.193694,13.4399,-10.04554,0.028522,Moderate
1029,26115832400,Census Tract 8324,2.217742,1.503759,3.383459,61.101489,58.806944,27.556264,50.110132,3.674699,74167,5.928237,-10.344403,6.63667,204700,81.26506,5.192308,41.030706,0.455842,High
1030,26115832500,Census Tract 8325,24.868124,8.913649,18.662953,49.307568,58.806944,27.556264,50.110132,3.076172,37708,13.726393,-9.881803,4.029991,108500,77.539063,15.3177,1.463971,0.021303,Moderate
1031,26115832600,Census Tract 8326,24.767225,10,0,46.330846,58.806944,27.556264,50.110132,0,63684,10.459588,-6.195147,4.044944,180800,85.831382,14.4028,0.125407,0.338074,High
1032,26115832700,Census Tract 8327,44.148936,0,8.888889,44.96,58.806944,27.556264,50.110132,0.648749,66250,8.990318,-6.195147,2.792793,162400,83.410565,15.9065,-4.07125,0.300286,High
1033,26115832900,Census Tract 8329,6.715064,8.55615,13.368984,44.903226,66.7,25.5,25.52356,3.378378,61154,9.189679,-11.783806,6.275187,167700,88.513514,7.336594,1.433509,0.307343,High
1034,26115833000,Census Tract 8330,2.658662,0,0,50.974659,87.2,71.8,19.586207,0.616903,59375,10.485934,-17.200777,6.19213,190400,87.847008,4.218953,3.708646,0.627803,Very High
1035,26115833100,Census Tract 8331,3.626943,0,9.473684,58.12482,80.914169,46.771351,22.599881,1.825013,73542,10.184255,-1.545728,6.475904,171700,89.103596,5.027405,2.955741,0.648031,Very High
1036,26115833300,Census Tract 8333,1.765064,0,25.757576,69.419159,80.914169,46.771351,22.599881,1.940962,80542,10.105024,-16.917246,5.285331,190300,90.578245,2.583082,8.988766,0.563375,Very High
1037,26115833500,Census Tract 8335,18.571429,7.185629,7.784431,47.094801,80.914169,46.771351,22.599881,3.562074,48279,11.292517,-27.343855,13.148317,117200,78.837087,11.9851,20.438925,0.135874,Moderate
1038,26115833600,Census Tract 8336,16.955017,40.714286,16.428571,40.428016,61,28.6,47.025265,4.122246,45128,9.027778,-13.373083,6.262492,142900,87.491116,11.3036,-6.74101,-0.053614,Low
1039,26115833700,Census Tract 8337,21.119134,6.923077,6.923077,43.844945,61,28.6,47.025265,2.864364,45408,13.371266,-13.373083,10.684725,142000,78.264532,14.2258,-4.970347,0.082563,Moderate
1040,26115833900,Census Tract 8339,4.278523,0,23.513514,62.078496,80.914169,46.771351,22.599881,0,80967,7.497432,-17.253474,3.028721,187500,96.499731,4.678475,3.296932,0.617825,Very High
1041,26099256800,Census Tract 2568,7.111111,3.896104,0,42.291491,55.503063,22.41129,67.598499,3.025719,51156,10.25641,-19.13065,8.827586,101300,93.797277,6.34175,-0.299114,0.122458,Moderate
1042,26099258100,Census Tract 2581,26.929825,0,16.141732,52.730171,42.569096,13.097727,71.448931,9.598948,37205,21.376281,-18.96314,6.457565,100200,76.331361,15.196,-11.761178,-0.308161,Low
1043,26099258200,Census Tract 2582,24.242424,27.044025,3.773585,45.546218,42.569096,13.097727,71.448931,6.25,42222,22.022838,-20.195521,8.920986,93500,82.649254,16.8556,-3.930855,-0.353707,Low
1044,26099258300,Census Tract 2583,40.340909,17.777778,6.666667,54.139434,42.569096,13.097727,71.448931,2.946274,43300,12.5,-21.653605,3.913405,88300,72.443674,20.7726,-7.657633,-0.217621,Low
1045,26099258400,Census Tract 2584,23.562152,22.558923,0,39.976959,42.569096,13.097727,71.448931,3.021583,42883,14.635023,-20.806473,3.382762,83900,81.486811,18.544,-7.312469,-0.20292,Low
1046,26099258600,Census Tract 2586,29.094989,2.266289,35.977337,52.033105,42.569096,13.097727,71.448931,4.4991,42756,19.903339,-28.709588,13.894628,92300,68.686263,23.4057,-4.641472,-0.438627,Low
1047,26099258700,Census Tract 2587,22.772277,13.824885,16.589862,52.895981,42.569096,13.097727,71.448931,4.352557,47215,18.444597,-21.753318,9.813543,86300,82.807399,12.5573,-9.691479,-0.239274,Low
1048,26099258800,Census Tract 2588,17.557252,0,0,50.338983,42.569096,13.097727,71.448931,2.749141,58698,5.898567,-22.427294,6.25,105200,91.271478,10.3801,3.083371,0.11766,Moderate
1049,26099260000,Census Tract 2600,4.775281,2.512563,33.165829,58.649603,67.077672,41.772779,49.114154,0.729927,63750,12.998713,-15.048196,3.445576,133600,96.512571,3.524641,-5.717997,0.32436,High
1050,26099260100,Census Tract 2601,20.963173,13.043478,0,43.594646,67.077672,41.772779,49.114154,3.526819,50589,5.01548,-15.473083,6.202619,132800,63.041881,9.814755,-0.645713,0.167732,Moderate
1051,26099260200,Census Tract 2602,4.469274,0,18,55.09123,67.077672,41.772779,49.114154,0,69861,9.450549,-14.522289,3.430353,137100,94.402583,2.402023,-1.926176,0.447755,High
1052,26099260300,Census Tract 2603,22.265625,0.892857,21.428571,59.70696,67.077672,41.772779,49.114154,3.464948,57091,15.149197,-14.220966,5.842185,150000,93.150685,7.59889,-8.377401,0.235371,Moderate
1053,26099260400,Census Tract 2604,0,8.823529,7.058824,56.932515,67.077672,41.772779,49.114154,1.517615,58317,8.862559,-26.801789,6.154629,138600,83.631436,4.556734,-0.850089,0.270925,High
1054,26099260700,Census Tract 2607,26.575809,0,5.691057,56.737589,67.077672,41.772779,49.114154,1.862828,53087,16.31644,-25.752667,5.36859,132500,77.053345,14.785,0.935496,0.133751,Moderate
1055,26099260800,Census Tract 2608,10.157618,0,1.976285,48.624805,67.077672,41.772779,49.114154,6.012024,62713,12.076271,-22.675767,2.823759,149800,97.094188,6.846847,3.350439,0.272521,High
1056,26099261000,Census Tract 2610,7.628524,0,0,59.029398,67.077672,41.772779,49.114154,1.864407,62500,10.334572,-30.993553,8.739366,144200,84.745763,6.209705,31.032163,0.284181,High
1057,26099261100,Census Tract 2611,36.721992,0,10.11236,54.29285,67.077672,41.772779,49.114154,6.379822,42945,15.612734,-14.974296,12.353706,128000,71.810089,18.7678,1.928615,-0.003836,Moderate
1058,26099261200,Census Tract 2612,2.027027,0,34.507042,45.450169,67.077672,41.772779,49.114154,4.587156,52917,7.991803,-14.826531,0,133500,86.822352,8.857645,-1.377286,0.208479,Moderate
1059,26099261400,Census Tract 2614,8.289242,15.822785,15.189873,62.677485,60.327451,30.295192,49.035322,2.634146,59724,8.488613,-15.369217,6.478102,142300,100,5.605462,-8.029166,0.261416,Moderate
1060,26099261500,Census Tract 2615,47.991543,0.440529,13.656388,46.653846,60.327451,30.295192,49.035322,3.870162,38924,12.457143,-16.081221,5.875441,107200,71.098627,22.0575,-2.780462,-0.059954,Low
1061,26099261700,Census Tract 2617,0,16.831683,0.990099,48.219498,60.327451,30.295192,49.035322,0.938967,42064,9.567388,-16.086108,6.414763,116400,50.704225,12.3779,-0.587493,0.07992,Moderate
1062,26099261800,Census Tract 2618,8.430233,0,0,42.253521,60.327451,30.295192,49.035322,1.649306,61875,16.861666,-18.868527,2.372881,129100,92.96875,8.354994,-5.119225,0.255156,Moderate
1063,26099261900,Census Tract 2619,34.421769,0,0,61.084453,50.007692,28.258696,63.290175,2.431373,39383,13.029925,-13.402222,2.968037,127700,68,16.4884,-2.050904,0.082013,Moderate
1064,26099262000,Census Tract 2620,11.470113,7.317073,8.536585,49.663583,67.077672,41.772779,49.114154,3.579255,52621,7.096393,-15.85922,3.929825,127800,90.577064,9.036712,0.001942,0.268555,High
1065,26099262200,Census Tract 2622,9.230769,0,4.054054,48.418198,67.077672,41.772779,49.114154,5.443322,53929,8.826014,-16.596865,3.62358,131600,91.414141,8.482328,1.033054,0.283646,High
1066,26099262300,Census Tract 2623,50,0,31.64557,51.292247,67.077672,41.772779,49.114154,2.050729,44554,8.55878,-16.270115,6.414141,132700,58.553697,19.7935,-4.756437,0.003405,Moderate
1067,26099262400,Census Tract 2624,31.897712,0,16.788321,47.10673,49.192742,25.399194,76.843198,4.915391,40893,18.169209,-16.270115,9.416058,128400,80.499597,17.934,6.027266,-0.155002,Low
1068,26099262500,Census Tract 2625,20.745342,2.597403,0,37.579449,50.007692,28.258696,63.290175,3.858093,38297,9.792285,-16.167147,8.14664,107600,80.709534,10.6699,1.852859,0.028433,Moderate
1069,26099262700,Census Tract 2627,4.745763,0,18.181818,52.124031,50.942925,25.701402,81.518578,0.431034,57792,8.622909,-18.449858,15.018315,119900,81.734914,9.042778,5.941657,0.105935,Moderate
1070,26099262800,Census Tract 2628,11.111111,0,7.386364,55.002892,60.327451,30.295192,49.035322,3.707136,40324,14.903526,-18.82454,1.998183,85300,58.480074,9.51285,4.253806,0.049238,Moderate
1071,26099262900,Census Tract 2629,21.149144,0,0,33.409091,42.569096,13.097727,71.448931,1.783355,41583,20.880682,-20.087554,12.027891,83100,75.759577,17.2414,-9.823249,-0.186162,Low
1072,26099263200,Census Tract 2632,40.110497,7.241379,4.137931,20.926091,50.942925,25.701402,81.518578,4.128054,37537,24.903154,-18.415542,13.040293,72600,54.338669,28.7801,-7.944653,-0.460844,Low
1073,26163550100,Census Tract 5501,4.956897,0,4,87.746891,84.936424,72.367603,13.040806,0,110246,7.038262,-26.635002,4.639498,319300,71.926364,5.803456,-5.464955,0.893187,Very High
1074,26163550200,Census Tract 5502,13.097199,0,6.976744,73.727648,84.936424,72.367603,13.040806,2.904564,66838,10.615711,-23.971755,9.495708,181800,54.771784,8.702496,-10.868664,0.459207,High
1075,26163550400,Census Tract 5504,12.8,0,15.873016,78.389831,84.936424,72.367603,13.040806,0,70857,6.072874,-23.03758,9.677419,217900,75.382653,7.567917,-3.975311,0.626198,Very High
1076,26163550500,Census Tract 5505,13.255034,2.531646,10.970464,85.907106,84.936424,72.367603,13.040806,0.523169,125700,12.192569,-21.297027,9.041468,327400,89.536622,6.495507,-4.052123,0.893553,Very High
1077,26163550600,Census Tract 5506,0,0,7.627119,91.42696,84.936424,72.367603,13.040806,0.915565,133083,5.156538,-21.530339,7.088847,555400,95.116989,1.155378,-8.087045,1.228106,Very High
1078,26163550700,Census Tract 5507,2.240326,0,5.853659,90.373638,84.936424,72.367603,13.040806,0.668258,101644,7.717898,-21.290656,5.460289,232600,99.140811,3.815837,-1.49272,0.90956,Very High
1079,26163550900,Census Tract 5509,5.792683,0,0,86.235012,84.936424,72.367603,13.040806,0.553506,131250,3.041825,-20.548775,10.708402,466400,95.479705,3.021978,5.850086,1.174927,Very High
1080,26163551100,Census Tract 5511,3.524229,0,0,81.812899,84.936424,72.367603,13.040806,0.593952,101500,7.436319,-25.0709,4.437564,283700,95.896328,4.458731,-6.898633,0.909993,Very High
1081,26163551200,Census Tract 5512,2.792793,0,9.94152,86.786672,84.936424,72.367603,13.040806,1.314924,88177,5.653207,-22.879153,6.111111,176000,92.636423,3.20595,0.239153,0.778321,Very High
1082,26163551300,Census Tract 5513,31.038961,9.170306,22.270742,66.005553,84.936424,72.367603,13.040806,1.255981,39024,12.850972,-31.287942,16.566866,110300,72.787081,14.1943,-1.170796,0.112444,Moderate
1083,26163551400,Census Tract 5514,7.583418,1.515152,19.69697,65.389128,84.936424,72.367603,13.040806,3.468208,41279,15.921193,-22.172867,9.518828,102100,63.988439,10.3098,-1.225338,0.232376,Moderate
1084,26163551600,Census Tract 5516,46.519824,3.488372,18.372093,51.636364,46.121538,10.409231,71.813143,2.360081,43318,17.258143,-23.353547,11.883541,78000,78.422117,26.6847,1.291469,-0.304733,Low
1085,26163551700,Census Tract 5517,8.215962,0,3.484321,82.331874,84.936424,72.367603,13.040806,0.75815,109708,7.937365,-20.606293,2.22387,268300,98.02881,3.676269,-7.066779,0.946859,Very High
1086,26163554100,Census Tract 5541,30.25641,0,16.044776,56.5577,59.030328,23.416129,60.452688,3.963613,45083,14.122807,-17.946245,8.880995,75000,80.701754,19.0464,-10.85681,-0.04834,Low
1087,26163554200,Census Tract 5542,13.150685,5.847953,7.602339,47.546833,59.030328,23.416129,60.452688,2.992126,41981,13.160855,-18.286644,12.353347,103800,81.574803,10.4017,-0.821948,0.014279,Moderate
1088,26163554300,Census Tract 5543,1.189532,15.384615,9.090909,53.4235,59.030328,23.416129,60.452688,1.459093,62896,11.184211,-18.311834,9.395656,90100,92.652423,3.739377,-10.567025,0.16749,Moderate
1089,26163554500,Census Tract 5545,3.647416,0,34.375,45.120724,59.030328,23.416129,60.452688,2.818182,46400,16.881522,-30.334466,12.070344,77800,70,7.975895,-11.426106,-0.182889,Low
1090,26163554600,Census Tract 5546,24.649533,4.048583,15.384615,53.680501,59.030328,23.416129,60.452688,5.347222,54725,10.442316,-29.939564,7.573813,97800,92.361111,11.0551,-3.804446,-0.033501,Moderate
1091,26163554700,Census Tract 5547,15.116279,5.952381,36.904762,58.658257,59.192212,20.736533,53.00682,2.118644,54786,15.58908,-29.491874,10.775047,143300,84.957627,9.611452,-9.843285,-0.061879,Low
1092,26163554800,Census Tract 5548,21.137206,9.137056,4.568528,54.434251,59.030328,23.416129,60.452688,0.942029,52527,25.670498,-27.386434,10.09772,119900,83.985507,14.9425,-5.869206,-0.072281,Low
1093,26163555100,Census Tract 5551,10.234375,3.436426,10.652921,54.271357,59.192212,20.736533,53.00682,2.763958,57853,9.818942,-27.071887,4.03183,102000,88.446656,10.415,-3.867238,0.121691,Moderate
1094,26163555300,Census Tract 5553,9.680968,4.329004,4.761905,61.157456,59.192212,20.736533,53.00682,6.451613,51972,17.141163,-27.327009,12.442748,83700,91.979076,5.490849,-2.997979,-0.012178,Moderate
1095,26163555400,Census Tract 5554,43.92936,0,38.095238,60.794473,59.192212,20.736533,53.00682,0.733753,57143,12.641084,-17.06405,14.439462,96400,89.51782,22.2905,-5.851251,-0.02788,Moderate
1096,26163555500,Census Tract 5555,16.068376,3.333333,7.083333,45.864998,59.192212,20.736533,53.00682,3.936412,42399,9.074941,-11.252049,1.344287,116800,78.425435,8.798972,-0.54193,0.152238,Moderate
1097,26163556100,Census Tract 5561,32.188295,0,4.255319,50.518457,61.835252,36.17234,51.169265,1.118568,54413,11.875985,-20.345097,4.350927,116700,77.404922,17.5649,-7.66999,0.158187,Moderate
1098,26163556200,Census Tract 5562,0,0,0,63.484382,61.835252,36.17234,51.169265,0.964852,43513,9.410968,-15.365364,2.552048,171200,56.788422,5.976096,-7.482842,0.333394,High
1099,26163556300,Census Tract 5563,16.220736,0,0,62.972621,77.857014,60.28419,21.540984,1.753156,62794,9.085963,-10.420386,5.18617,165500,70.687237,9.668246,11.846454,0.548167,Very High
1100,26163556500,Census Tract 5565,0,16.363636,5.454545,71.91704,77.857014,60.28419,21.540984,1.919386,70526,7.211538,-14.231601,4.666057,203600,80.518234,2.723915,4.254382,0.592124,Very High
1101,26163556600,Census Tract 5566,0,9.756098,0,81.555734,77.857014,60.28419,21.540984,0,114044,5.623722,-21.598937,4.62606,237900,97.574778,1.076792,-10.054541,0.874852,Very High
1102,26163556800,Census Tract 5568,3.039514,0,0,64.726265,77.857014,60.28419,21.540984,0,70417,6.008584,-26.997951,0,181800,92.017417,4.008016,-4.333248,0.649671,Very High
1103,26163556900,Census Tract 5569,0,0,15.346535,69.404517,77.857014,60.28419,21.540984,2.639296,74032,8.483172,-15.586626,3.193754,164200,95.747801,1.073198,0.526264,0.631562,Very High
1104,26163557000,Census Tract 5570,30.617978,0,0,60.045455,61.835252,36.17234,51.169265,2.568218,55100,10.779145,-17.696618,4.153846,141500,68.057785,17.3414,-4.454475,0.200726,Moderate
1105,26163557200,Census Tract 5572,9.821429,8.474576,0,61.962751,77.857014,60.28419,21.540984,0,63047,5.16333,-29.350859,13.02682,174700,93.245228,7.09607,-4.269779,0.480528,High
1106,26163557300,Census Tract 5573,2.099237,1.234568,9.876543,67.146597,77.857014,60.28419,21.540984,0.492005,84653,8.615137,-27.365669,5.684455,183800,97.416974,2.568807,5.208771,0.620433,Very High
1107,26163557500,Census Tract 5575,7.719715,4.040404,28.619529,68.484612,77.857014,60.28419,21.540984,0.562193,85260,12.540021,-15.14803,2.199313,213600,99.508082,4.588651,-5.596052,0.619293,Very High
1108,26163557600,Census Tract 5576,3.392569,5,5.5,75.403402,77.857014,60.28419,21.540984,0.794351,96836,6.562137,-15.122758,5.818786,223200,96.910856,1.917033,-9.292379,0.802776,Very High
1109,26163557700,Census Tract 5577,7.159091,0,0,66.006701,77.857014,60.28419,21.540984,2.67959,73034,6.161348,-16.259495,2.879291,180900,93.842645,4.141482,-6.720031,0.673485,Very High
1110,26163557900,Census Tract 5579,5.53814,0,6.6313,66.352624,77.857014,60.28419,21.540984,0.972447,70607,7.126168,-15.762793,1.542553,189100,88.006483,5.428151,-8.432223,0.66434,Very High
1111,26163558100,Census Tract 5581,3.333333,6.349206,12.698413,70.575382,77.857014,60.28419,21.540984,1.372832,69038,12.227296,-29.350859,1.983003,170700,92.196532,5.413687,-8.351076,0.471679,High
1112,26163558200,Census Tract 5582,10.376399,0,0,57.664942,77.857014,60.28419,21.540984,2.453988,64800,5.245589,-30.097345,8.836689,158700,79.693252,8.980177,3.351441,0.434464,High
1113,26163558300,Census Tract 5583,0,9.565217,12.173913,42.95136,77.857014,60.28419,21.540984,4.627249,45577,9.801634,-16.342898,8.36278,119000,76.478149,3.240478,2.24576,0.267938,High
1114,26163558500,Census Tract 5585,2.924791,0,9.090909,57.646298,77.857014,60.28419,21.540984,1.322418,73550,12.163949,-15.393999,2.696078,162100,94.269521,4.904832,-3.000297,0.594463,Very High
1115,26163558600,Census Tract 5586,11.688312,0,0,63.400759,77.857014,60.28419,21.540984,0,70734,14.431082,-18.876406,0.847458,172800,81.929182,5.309735,-1.18574,0.579455,Very High
1116,26163558700,Census Tract 5587,10.790274,0,0,75.026344,77.857014,60.28419,21.540984,2.881041,71071,5.477528,-19.183037,2.975654,160400,93.30855,4.815761,-5.599213,0.647148,Very High
1117,26163558800,Census Tract 5588,15.72327,0,9.917355,66.111952,77.857014,60.28419,21.540984,2.234637,68676,10.165184,-17.551247,6.282723,147400,98.510242,6.29345,-4.145787,0.536006,High
1118,26163559000,Census Tract 5590,0,0,0,62.145289,77.857014,60.28419,21.540984,1.450777,68618,6.023222,-15.396276,12.032817,138300,95.958549,4.65587,-4.167665,0.624048,Very High
1119,26163559100,Census Tract 5591,0,0,12.080537,60.473883,77.857014,60.28419,21.540984,1.336074,63425,11.498973,-15.998644,9.572491,120400,94.450154,1.274363,-4.896137,0.517588,High
1120,26163560100,Census Tract 5601,0,0.892857,9.821429,79.471849,89.671429,60.285955,5.947595,0.791139,85647,6.088561,-12.692241,8.005822,279100,64.952532,1.864035,-8.792754,0.820364,Very High
1121,26163560200,Census Tract 5602,0,0,0,79.362462,89.671429,60.285955,5.947595,1.048218,64076,5.960706,-18.041949,11.633938,191600,43.815514,4.242912,-0.303627,0.61805,Very High
1122,26163560300,Census Tract 5603,1.540832,0,23.61809,72.351319,89.671429,60.285955,5.947595,2.34192,80703,11.198649,-13.372237,10.607118,286000,67.603435,2.915005,-15.484515,0.657073,Very High
1123,26163560400,Census Tract 5604,0.970874,0,0,81.900024,82.367185,64.285091,16.303302,1.513186,91094,5.668856,-15.122758,7.516993,278500,78.46952,1.608133,-2.320211,0.866817,Very High
1124,26163561300,Census Tract 5613,2.279702,0,3.024575,91.296219,89.671429,60.285955,5.947595,0.576844,171701,6.201335,-15.456918,1.019576,473800,95.302843,3.485466,252.236026,1.376269,Very High
1125,26163561700,Census Tract 5617,17.017208,31.25,14.0625,58.333333,82.367185,64.285091,16.303302,1.297017,51250,22.451081,-16.029347,2.281369,35600,91.439689,10.4882,-27.37098,0.159047,Moderate
1126,26163562300,Census Tract 5623,5,8.8,7.2,86.130462,82.367185,64.285091,16.303302,2.232667,115625,6.3279,-15.500302,5.444444,347600,81.551116,3.694701,3.230466,0.908771,Very High
1127,26163562400,Census Tract 5624,2.384292,0,9.294872,84.134867,82.367185,64.285091,16.303302,0.759494,115230,2.949963,-16.332716,2.130823,273000,92.202532,1.615193,-3.87884,0.992859,Very High
1128,26163562500,Census Tract 5625,23.809524,0,22.368421,75.015347,82.367185,64.285091,16.303302,3.441296,48542,8.049536,-17.935781,7.921715,143400,42.206478,7.950907,-8.930166,0.298244,High
1129,26163562700,Census Tract 5627,7.001522,0,0,75.764706,82.367185,64.285091,16.303302,1.428571,70532,6.692913,-16.332716,7.729179,217900,68.116883,4.556284,-1.275687,0.678851,Very High
1130,26163562800,Census Tract 5628,0,0.8,8,73.277753,82.367185,64.285091,16.303302,1.506456,64971,4.229935,-15.721284,9.067189,174800,75.466284,1.186017,-4.622666,0.652322,Very High
1131,26163562900,Census Tract 5629,8.823529,0,35.2,65.072934,82.367185,64.285091,16.303302,2.406417,52609,8.916479,-16.400301,4.713376,160600,76.671123,8.355477,-1.892472,0.403116,High
1132,26163563300,Census Tract 5633,26.770708,0,14.450867,69.119702,82.367185,64.285091,16.303302,5.882353,47953,8.798424,-20.480622,3.273578,198500,46.091861,11.4506,-6.271235,0.294351,High
1133,26163563400,Census Tract 5634,8.245756,0,0,76.901408,82.367185,64.285091,16.303302,1.363367,86674,7.205826,-22.153058,4.365079,198300,83.876704,6.440541,-3.26165,0.722586,Very High
1134,26163563500,Census Tract 5635,2.184874,0,2.12766,79.824787,82.367185,64.285091,16.303302,0.536481,99750,8.093362,-28.305152,0.639659,238600,97.478541,1.901328,-6.36233,0.835425,Very High
1135,26163563700,Census Tract 5637,12.465374,0,0,73.819387,82.367185,64.285091,16.303302,1.573427,73611,4.639684,-19.671471,3.378378,182600,75.174825,5.768063,-6.578615,0.673013,Very High
1136,26163563800,Census Tract 5638,3.059805,0,0,64.751838,82.367185,64.285091,16.303302,2.546523,76031,11.781946,-19.818644,2.761905,172900,84.524976,2.280992,-1.953906,0.631499,Very High
1137,26163564000,Census Tract 5640,3.529412,0,0,59.40131,82.367185,64.285091,16.303302,2.457265,37125,7.643312,-20.088933,19.379845,31000,37.606838,8.802589,18.186714,0.210579,Moderate
1138,26163564100,Census Tract 5641,6.047032,22.983871,22.983871,74.028857,82.367185,64.285091,16.303302,1.013111,68581,8.849558,-16.240426,4.496301,182300,51.072706,5.483871,17.176162,0.404482,High
1139,26163564200,Census Tract 5642,22.975709,0,9.767442,71.156958,82.367185,64.285091,16.303302,2.601969,59917,7.688391,-16.328888,8.139535,177600,70.675105,13.5092,-5.462791,0.480036,High
1140,26163564401,Census Tract 5644.01,2.875399,0,3.651685,83.063235,82.367185,64.285091,16.303302,0.824742,131758,5.788656,-31.714538,3.129161,359600,99.106529,3.948629,85.698041,0.994487,Very High
1141,26163564402,Census Tract 5644.02,0,0,26.05042,81.962025,82.367185,64.285091,16.303302,2.557954,120489,7.291225,-13.299363,6.572069,347400,84.81215,1.25,111.784217,0.902227,Very High
1142,26163564501,Census Tract 5645.01,4.174573,0,0,83.957021,82.367185,64.285091,16.303302,0,144872,1.115242,-9.877723,0,325300,94.152047,5.230079,153.233317,1.222988,Very High
1143,26163564502,Census Tract 5645.02,3.766816,0,0,83.637874,82.367185,64.285091,16.303302,0,127000,2.200751,-13.750828,0.568643,294200,92.728758,2.487961,130.642502,1.113061,Very High
1144,26163564503,Census Tract 5645.03,1.136364,44,38.666667,59.714393,55.156282,30.598171,61.513739,0,84625,11.031711,-13.750828,6.531679,203800,69.671558,0.673226,113.608803,0.096258,Moderate
1145,26163564600,Census Tract 5646,0.535332,1.401051,5.779335,75.435624,82.367185,64.285091,16.303302,0.74001,94913,9.423385,-16.328888,4.206049,211000,90.182536,0.872968,8.870038,0.811213,Very High
1146,26163564700,Census Tract 5647,10.848401,2.923977,2.046784,75.944462,82.367185,64.285091,16.303302,1.165501,73601,7.762906,-16.328888,4.878049,201400,56.701632,6.528067,9.687615,0.62193,Very High
1147,26163564800,Census Tract 5648,0.652377,7.54717,17.610063,75.457516,82.367185,64.285091,16.303302,0.971463,87646,7.671233,-37.433387,6.100342,187300,93.139041,1.828855,4.588267,0.551819,Very High
1148,26163565000,Census Tract 5650,11.81694,2.116402,23.544974,70.833333,82.367185,64.285091,16.303302,0.451722,79851,11.457937,-15.972897,5.597015,195000,82.156973,10.2771,16.072328,0.577397,Very High
1149,26163565100,Census Tract 5651,24.774775,17.159763,12.426036,48.352668,55.156282,30.598171,61.513739,6.630212,48554,14.346505,-15.900573,8.847352,126000,60.697198,15.7736,40.075694,-0.160863,Low
1150,26163565200,Census Tract 5652,10.56338,1.77305,13.120567,69.426017,77.857014,60.28419,21.540984,1.836095,52097,5.52467,-20.23918,14.28023,180700,38.647559,7.56007,-4.517239,0.335874,High
1151,26163565600,Census Tract 5656,3.880597,0,0,55.353902,55.156282,30.598171,61.513739,3.245192,67045,14.413742,-15.972897,1.304864,140600,96.153846,4.584178,-10.824081,0.323073,High
1152,26163565700,Census Tract 5657,1.196953,0,17.777778,64.731558,55.156282,30.598171,61.513739,0.623539,72841,12.564901,-15.972897,6.894049,149000,96.024942,3.624792,2.107663,0.351989,High
1153,26163565800,Census Tract 5658,15.441176,0.613497,7.361963,40.916985,55.156282,30.598171,61.513739,0.822264,48074,19.56978,-15.595041,12.312812,122000,70.208729,8.226018,-8.757092,0.032972,Moderate
1154,26163566800,Census Tract 5668,21.383648,5.109489,15.328467,44.63247,55.156282,30.598171,61.513739,1.076321,44247,13.426219,-12.504194,19.968677,97700,67.612524,9.918754,-1.315714,-0.037213,Moderate
1155,26163566900,Census Tract 5669,28.262826,4.140127,12.101911,37.553101,55.156282,30.598171,61.513739,0.421719,38309,22.186197,-12.115396,9.666667,90800,60.358461,17.2641,-9.438819,-0.12197,Low
1156,26163567000,Census Tract 5670,13.691932,15.277778,22.916667,50.563607,67.8,25.2,74.515141,2.745665,38750,21.908526,-13.606706,12.571068,69300,81.213873,18.4812,0.922753,-0.184099,Low
1157,26163567201,Census Tract 5672.01,27.659574,0,0,48.525695,77.857014,60.28419,21.540984,1.142422,52453,8.535896,-15.396276,7.208481,118200,90.251333,10.2526,13.159389,0.439871,High
