id,geoid,metro,region,lat,lon,year,oned_index,economy_index,education_index,equity_index,quality_of_life_index,transit_index,econ_exports,econ_gmp,econ_hightech,econ_kiemploy,econ_pcpi,econ_techpatents,econ_biztaxindex,edu_pctbachhigher2534,edu_pctbachhigher,edu_enrolled,edu_hsdiploma,edu_unemployednohs,edu_ppstatebudget,edu_ppspending,qol_aqi,qol_popchange,qol_popwohealthins,qol_vcrimert,qol_vthourspc,qol_obese,equity_fbpop,equity_gini,equity_incshareq1,equity_incshareq2,equity_incshareq3,equity_incshareq4,equity_incshareq5,equity_incsharetop5,equity_medhhincblack,equity_medhhinchisp,equity_medhhincwhite,equity_medhhinctotal,equity_childpovrtblack,equity_childpovrthisp,equity_childpovrtwhite,equity_childpovrttotal,equity_homeownershipblack,equity_homeownershiphisp,equity_homeownershipwhite,equity_homeownershiptotal,transit_hoursdelayedpc,transit_caralone,transit_novehicle,transit_bustrips,transit_statefunding
142,34,"New Orleans-Metairie-Bogalusa, LA",Southeast,29.94993230,-90.07011560,2011,1.91,1.32,2.05,1.61,2.34,2.21,20336934449.0,56812,0,0,44262.42,0.83,4.94,0.3102,0.2637,0.1976,0.8376,0.0162,6904.00,10837.00,0.3041,0.0151,0.1766,490.60,0.181,0.299,0.0725,0.485,0.029,0.082,0.142,0.232,0.514,0.226,30402,44581,59607,47302,0.4414,0.218,0.1022,0.2554,0.4767,0.4547,0.7339,0.6298,28,0.8946,0.0444,13436.11,0
143,35,"New York-Newark-Bridgeport, NY-NJ-CT-PA",Northeast,40.73059910,-73.98658120,2011,2.55,2.51,3.46,1.32,2.78,2.69,99999999999.9,67716,0,0,57310.48,3.31,3.59,0.4447,0.36,0.1925,0.8457,0.0077,8686.00,19883.00,0.2795,0.0067,0.1326,406.00,0,0.433,0.2868,0.504,0.027,0.077,0.138,0.226,0.532,0.246,44905,43136,82252,65279,0.2881,0.3129,0.0863,0.1911,0.3211,0.2615,0.6685,0.5194,59,0.5714,0.2312,1190395.01,0
144,36,"Oklahoma City-Shawnee, OK",West,35.47074190,-97.51988060,2011,2.02,0.89,2.14,2.22,2.9,1.97,1592772677.0,47249,0,0,40889.54,1.01,5.05,0.2934,0.2759,0.2013,0.8689,0.0107,6338.00,7454.00,0.4192,0.0142,0.1782,528.20,0.288,0.364,0.0781,0.461,0.035,0.089,0.148,0.231,0.496,0.218,31974,34303,53072,48456,0.4111,0.3646,0.134,0.2209,0.4158,0.4945,0.7168,0.6564,38,0.9332,0.0198,2713.05,0
145,37,"Orlando-Deltona-Daytona Beach, FL",Southeast,28.54211750,-81.37904620,2011,2.12,1.22,2,2.79,2.7,1.89,3229989189.0,45862,0,0,36199.55,1.51,6.84,0.2836,0.2754,0.1987,0.8697,0.0124,5475.00,8621.00,0.6822,0.0166,0.2099,595.70,0.193,0.363,0.1617,0.455,0.038,0.092,0.147,0.226,0.497,0.219,36655,39745,55926,48828,0.3732,0.2562,0.1044,0.2059,0.4655,0.5186,0.7286,0.6458,45,0.9033,0.0266,26996.16,0
146,38,"Philadelphia-Camden-Vineland, PA-NJ-DE-MD",Northeast,39.95233500,-75.16378900,2011,2.29,1.82,2.72,2.1,2.73,2.07,26155750584.0,58854,0,0,49675.68,3.47,5.33,0.3913,0.3289,0.1984,0.8818,0.0086,5187.00,13406.00,0.2548,0.0043,0.1001,532.30,0.258,0.368,0.0966,0.471,0.03,0.085,0.148,0.235,0.502,0.216,36853,38563,73068,61862,0.3376,0.3574,0.0652,0.1711,0.5009,0.4623,0.765,0.6873,48,0.817,0.0621,193134.74,0
147,39,"Phoenix-Mesa-Glendale, AZ",Southwest,33.36116800,-112.12130217,2011,2.1,0.97,2.07,2.69,2.56,2.2,10914400733.0,44214,0,0,37682.92,3.24,5.14,0.2632,0.2799,0.2098,0.8529,0.0112,5863.00,8022.00,0.063,0.0101,0.1712,379.80,0.254,0.38,0.1458,0.452,0.035,0.093,0.151,0.233,0.488,0.208,39621,39487,59542,53006,0.3008,0.3442,0.1117,0.2288,0.3541,0.5089,0.711,0.6426,35,0.8802,0.0317,53845.28,0
148,40,"Pittsburgh-New Castle, PA",Midwest,40.44169410,-79.99008610,2011,2.24,1.42,2.56,2.18,2.93,2.12,15165462598.0,49978,0,0,45892.69,3.04,5.33,0.4072,0.2885,0.1711,0.9101,0.0064,5187.00,13406.00,0.2192,0.0014,0.083,299.70,0.276,0.373,0.032,0.462,0.035,0.087,0.149,0.232,0.497,0.216,25876,41494,52219,49827,0.4505,0.2486,0.1203,0.1721,0.3582,0.4897,0.743,0.7023,39,0.8613,0.0405,55509.78,0
149,41,"Portland-Vancouver-Hillsboro, OR-WA",West,45.52024710,-122.67419490,2011,2.56,1.91,2.25,2.67,3.72,2.22,20875659380.0,65521,0,0,42175.73,7.85,5.61,0.3462,0.3379,0.1923,0.8943,0.0131,4427.00,9906.00,0.7041,0.0126,0.1482,259.70,0.309,0.405,0.1247,0.445,0.037,0.094,0.154,0.234,0.482,0.205,33587,40359,59283,56733,0.4226,0.3285,0.1298,0.1796,0.3237,0.3577,0.649,0.6138,44,0.8082,0.0353,65298.29,0
150,42,"Raleigh-Durham-Cary, NC",Southeast,35.78040150,-78.63907790,2011,2.68,1.2,3.29,3.18,3.27,2.44,2254387295.0,50776,0,0,41489.62,10.53,4.08,0.4397,0.4131,0.217,0.8902,0.0116,8843.00,7831.00,0.6055,0.0223,0.1455,243.30,0.228,0.336,0.1183,0.437,0.038,0.095,0.154,0.238,0.475,0.191,41488,38153,71359,61168,0.2768,0.395,0.0687,0.1641,0.4862,0.4362,0.759,0.6792,23,0.9011,0.0203,2432.67,0
151,43,"Richmond, VA",Southeast,37.54123900,-77.44201830,2011,2.37,1.02,2.41,3.08,3.09,2.24,5072752615.0,50580,0,0,39745.04,1.78,5.20,0.3547,0.3166,0.191,0.8567,0.0051,5225.00,10637.00,0.6548,0.0073,0.1282,234.80,0.223,0.349,0.0698,0.444,0.038,0.095,0.152,0.233,0.483,0.205,41702,43055,68664,58145,0.2777,0.2824,0.0663,0.1575,0.5256,0.4013,0.7757,0.6841,29,0.9101,0.025,12776.71,0
152,44,"Rochester-Batavia-Seneca Falls, NY",Northeast,43.15728510,-77.61521410,2011,2.53,1.09,3.28,2.52,3.57,2.21,5492902279.0,44379,0,0,41713.34,12.21,3.59,0.3847,0.3235,0.1897,0.8856,0.0108,8686.00,19883.00,0.875,0,0.079,289.30,0.348,0,0.0683,0.445,0.036,0.093,0.155,0.238,0.479,0.203,27026,31474,57629,52785,0.4981,0.4271,0.095,0.1986,0.3529,0.3765,0.7494,0.6872,28,0.9005,0.0411,17506.96,0
153,45,"Sacramento-Arden-Arcade-Yuba City, CA-NV",West,38.47322590,-121.29807070,2011,2.25,0.57,2.46,2.91,2.97,2.32,4685991569.0,44243,0,0,41572.14,2.18,3.58,0.287,0.2982,0.2079,0.8714,0.0073,6596.00,9049.00,0.4411,0.0101,0.1272,420.20,0.291,0.374,0.1753,0.441,0.036,0.092,0.155,0.241,0.476,0.19,41178,44721,64646,58820,0.3635,0.2954,0.1098,0.2012,0.3522,0.4572,0.6738,0.607,32,0.8686,0.0246,16613.57,0
154,46,"Salt Lake City-Ogden-Clearfield, UT",West,40.76064670,-111.89109000,2011,2.59,1.48,2.25,3.33,3.56,2.34,15579200606.0,58733,0,0,39305.46,1.76,6.09,0.2891,0.2991,0.238,0.8815,0.0165,5338.00,6321.00,0.6219,0.014,0.1611,303.80,0.332,0.404,0.1144,0.428,0.04,0.1,0.158,0.232,0.47,0.202,30430,41681,63891,59624,0.4115,0.3132,0.0972,0.1598,0.2681,0.4787,0.7277,0.6792,30,0.8826,0.0215,21560.36,0
155,47,"San Antonio-New Braunfels, TX",Southwest,29.42460020,-98.49514050,2011,2.22,1.1,2.09,2.71,3.15,2.06,10506487169.0,38230,0,0,37587.59,2.90,6.12,0.2581,0.2572,0.2247,0.8232,0.0139,6721.00,8903.00,0.6192,0.0179,0.1981,398.10,0.301,0.333,0.1185,0.457,0.035,0.09,0.15,0.232,0.493,0.212,42908,41436,65164,51377,0.2949,0.2994,0.0814,0.2353,0.4626,0.5914,0.723,0.6389,38,0.9063,0.0279,44157.54,0
156,48,"San Diego-Carlsbad-San Marcos, CA",Southwest,32.74698690,-117.21177000,2011,2.4,1.77,2.5,2.59,2.88,2.26,17410514501.0,56886,0,0,47783.98,15.31,3.58,0.3459,0.3392,0.1926,0.8556,0.0066,6596.00,9049.00,0.1781,0.011,0.1737,351.50,0,0.41,0.2342,0.457,0.033,0.09,0.151,0.236,0.491,0.206,48496,46108,70498,62497,0.2812,0.2622,0.093,0.1835,0.307,0.3962,0.6171,0.5412,37,0.8609,0.0256,60062.00,0
157,49,"San Jose-San Francisco-Oakland, CA",West,37.34385020,-121.88313490,2011,2.68,3.22,2.86,2.21,3.1,2.02,23573785813.0,95459,0,0,62564.24,20.85,3.58,0.4856,0.4367,0.1763,0.8716,0.009,6596.00,9049.00,0.5068,0.0119,0.1201,421.90,0,0.412,0.299,0.479,0.03,0.084,0.145,0.232,0.51,0.223,42960,57682,90277,76456,0.3225,0.2042,0.053,0.1341,0.3374,0.4145,0.6117,0.5437,61,0.7183,0.069,170242.66,0
158,50,"Seattle-Tacoma-Olympia, WA",West,47.60383210,-122.33006240,2011,2.99,3.28,2.69,3,3.79,2.18,41117517055.0,71860,0,0,52016.86,19.52,6.20,0.3877,0.3725,0.1848,0.9049,0.0076,5708.00,9866.00,0.663,0.0142,0.1266,330.20,0.334,0.426,0.166,0.442,0.037,0.095,0.155,0.235,0.478,0.203,41321,47711,71041,66788,0.3466,0.2989,0.0868,0.1438,0.3307,0.385,0.6558,0.609,48,0.8077,0.0335,109946.68,0
159,51,"St. Louis-St. Charles-Farmington, MO-IL",Midwest,38.62727330,-90.19788890,2011,2.23,1.31,2.47,2.45,2.74,2.19,12307553467.0,47983,0,0,43880.97,1.78,5.64,0.3595,0.3003,0.2016,0.8887,0.011,5998.00,9599.00,0.1616,0.0013,0.1079,495.40,0.316,0.353,0.044,0.457,0.035,0.09,0.15,0.234,0.492,0.213,31521,43446,59761,53457,0.4098,0.2872,0.1143,0.1899,0.4352,0.5325,0.7769,0.706,31,0.9114,0.0276,28347.54,0
160,52,"Tampa-St. Petersburg-Clearwater, FL",Southeast,27.94775950,-82.45844400,2011,2.05,1.29,1.61,2.29,2.99,2.06,7736650172.0,38625,0,0,40037.66,1.75,6.84,0.2818,0.2526,0.1752,0.8649,0.0151,5475.00,8621.00,0.5973,0.0135,0.1841,435.20,0.266,0.357,0.1232,0.466,0.035,0.089,0.146,0.227,0.504,0.223,33649,39503,49044,45971,0.3898,0.3034,0.1354,0.2189,0.4125,0.526,0.7352,0.6745,38,0.8984,0.0283,28206.05,0
161,53,"Virginia Beach-Norfolk-Newport News, VA-NC",Southeast,36.85298410,-75.97741830,2011,2.35,0.84,2.23,3.74,2.99,1.95,2594606015.0,48426,0,0,37844.89,0.66,5.20,0.2741,0.2806,0.1959,0.8942,0.0092,5225.00,10637.00,0.6603,0.0039,0.1189,324.40,0.215,0.356,0.0621,0.420,0.04,0.101,0.16,0.238,0.46,0.188,42926,56404,68331,59653,0.3008,0.1935,0.0738,0.1676,0.4754,0.4469,0.7282,0.6386,43,0.8968,0.0266,15724.60,0
162,54,"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV",Northeast,38.89511480,-77.03637160,2011,2.97,1.49,4.22,3.88,3.48,1.8,10237927295.0,75903,0,0,41495.12,3.20,0,0.5085,0.4732,0.1976,0.8941,0.0068,0,20532.00,0.3507,0.0186,0.1176,374.90,0.315,0.407,0.2154,0.436,0.037,0.097,0.157,0.235,0.474,0.198,64323,65126,107704,89442,0.1862,0.1513,0.0337,0.1026,0.5084,0.4897,0.7344,0.6446,67,0.7631,0.0597,184024.56,0
163,1,"Albany-Schenectady-Amsterdam, NY",Northeast,42.65116740,-73.75496800,2012,2.31,0.89,2.7,2.92,3.38,1.65,3420057593.0,49329,0,0,45757.00,0,3.57,0.362,0.307,0.1627,0.9024,0.0127,0,0,0.8224,0.0015,0.0799,266.80,0,0,0.0585,0.431,0.038,0.095,0.159,0.242,0.466,0.188,30807,34766,60039,57344,0.4104,0.3613,0.1228,0.1739,0.2565,0.3327,0.711,0.6684,0,0.8118,0.0418,14449.73,229.13
164,2,"Atlanta-Sandy Springs-Gainesville, GA-AL",Southeast,33.74909870,-84.39018490,2012,2.08,1.3,2.97,2.43,2.16,1.53,18169075027.0,51755,0,0,40046.00,0,4.92,0.342,0.338,0.2002,0.8608,0.0142,0,0,0.3115,0.0132,0.1929,408.60,0,0.391,0.1314,0.469,0.032,0.088,0.147,0.23,0.503,0.217,41016,36889,65963,53986,0.3178,0.4133,0.108,0.23,0.4973,0.4232,0.7691,0.6517,0,0.7825,0.0316,67576.76,0.30
165,3,"Austin-Round Rock-Marble Falls, TX",Southwest,30.27112860,-97.74369950,2012,2.58,1.69,3.78,2.55,3.25,1.64,8976611543.0,52355,0,0,0,0,6.09,0.395,0.397,0.1842,0.8756,0.0059,0,0,0.7186,0.0281,0.1879,292.70,0,0.378,0.144,0.464,0.034,0.089,0.148,0.23,0.499,0.218,40367,41779,67653,58464,0.3522,0.3302,0.0608,0.2027,0.4113,0.4591,0.6455,0.5774,0,0.756,0.0246,33669.71,1.18
166,4,"Birmingham-Hoover-Cullman, AL",Southeast,33.52068240,-86.80243260,2012,1.61,1.17,2.02,1.75,1.85,1.28,1939217017.0,49579,0,0,40537.00,0,5.24,0.303,0.262,0.1795,0.8473,0.0166,0,0,0.4399,0.0032,0.1303,565.10,0,0.323,0.0407,0.477,0.032,0.084,0.144,0.232,0.508,0.224,32124,33938,52699,45724,0.4154,0.5161,0.1415,0.2516,0.5185,0.3868,0.7886,0.7044,0,0.8494,0.019,2734.05,0.00
167,5,"Boston-Worcester-Manchester, MA-RI-NH",Northeast,42.36048230,-71.05956780,2012,2.82,3.07,3.71,2.09,3.34,1.89,0,74144,0,0,54967.00,0,5.17,0.471,0.384,0.1661,0.8905,0.0072,0,0,0.612,0.0066,0.0591,355.20,0,0.438,0.1454,0.470,0.03,0.085,0.15,0.235,0.5,0.216,41111,36036,71187,66072,0.3132,0.3716,0.0811,0.1439,0.314,0.2607,0.6852,0.6243,0,0.7461,0.0527,123543.00,188.54
168,6,"Buffalo-Niagara-Cattaraugus, NY",Northeast,42.88644680,-78.87836890,2012,2.03,0.61,2.9,2.25,2.81,1.57,4305068299.0,42387,0,0,42413.00,0,3.57,0.392,0.284,0.1669,0.8947,0.01,0,0,0.6148,-0.0001,0.0747,442.50,0,0,0.0564,0.449,0.035,0.089,0.154,0.241,0.481,0.196,24036,26840,53534,48713,0.5144,0.4591,0.1253,0.2191,0.3329,0.3245,0.7286,0.6636,0,0.8258,0.0478,23490.11,229.13
169,7,"Charlotte-Gastonia-Salisbury, NC-SC",Southeast,35.22708690,-80.84312680,2012,1.96,1.22,2.63,2.1,2.44,1.42,0,54740,0,0,39965.00,0,4.22,0.33,0.291,0.192,0.8534,0.0135,0,0,0.6284,0.0136,0.1648,0,0,0.357,0.0857,0.478,0.033,0.086,0.144,0.225,0.513,0.233,34127,38214,57030,49843,0.3778,0.3677,0.1282,0.224,0.4687,0.4601,0.7638,0.6762,0,0.8106,0.0252,23328.04,7.62
170,8,"Chicago-Naperville-Michigan City, IL-IN-WI",Midwest,41.87562080,-87.62437060,2012,2.43,2.12,3.38,2.43,2.19,2.01,0,57116,0,0,47831.00,0,5.05,0.404,0.34,0.1902,0.8628,0.0091,0,0,0.1448,0.0028,0.1432,,0,0.377,0.1737,0.472,0.032,0.086,0.147,0.231,0.505,0.222,35071,45906,70090,59163,0.4244,0.2788,0.0776,0.2059,0.4064,0.5331,0.7613,0.6581,0,0.7161,0.0576,347576.77,63.34
171,9,"Cincinnati-Middletown-Wilmington, OH-KY-IN",Midwest,39.10145370,-84.51246020,2012,2.05,1.47,2.97,2.22,2.26,1.31,0,51194,0,0,43186.00,0,4.57,0.338,0.292,0.1866,0.884,0.0101,0,0,0.3142,0.0032,0.1116,284.50,0,0.365,0.0399,0.459,0.033,0.089,0.152,0.235,0.492,0.209,27477,40106,57298,53234,0.5229,0.3983,0.1318,0.2032,0.3446,0.4599,0.737,0.6793,0,0.8371,0.0245,21001.69,0.63
172,10,"Cleveland-Akron-Elyria, OH",Midwest,41.48718880,-81.67786910,2012,1.76,1.27,2.71,1.95,1.6,1.26,11063730494.0,55161,0,0,42351.00,0,4.57,0.33,0.276,0.1767,0.8823,0.0105,0,0,0.2951,-0.0021,0.1131,0,0,0.355,0.052,0.469,0.032,0.087,0.148,0.233,0.501,0.218,26410,33267,53962,47668,0.4848,0.3837,0.1386,0.2363,0.3888,0.4385,0.7478,0.6704,0,0.8391,0.0336,34248.60,0.63
173,11,"Columbus-Marion-Chillicothe, OH",Midwest,39.96226010,-83.00070650,2012,2.09,1.1,3.26,2.23,2.54,1.31,5488550180.0,53365,0,0,41156.00,0,4.57,0.37,0.312,0.1831,0.889,0.0082,0,0,0.5929,0.0091,0.1203,0,0,0.363,0.0634,0.458,0.034,0.09,0.151,0.234,0.492,0.211,32072,36348,57037,52480,0.4569,0.3252,0.1531,0.2166,0.3427,0.3129,0.6863,0.6258,0,0.8326,0.0265,18445.63,0.63
174,12,"Dallas-Fort Worth, TX",Southeast,32.78010520,-96.80000820,2012,2.28,2.22,3,2.65,2.09,1.46,27820946540.0,60451,0,0,45568.00,0,6.09,0.3,0.307,0.2065,0.8327,0.0089,0,0,0.3989,0.0171,0.2231,344.70,0,0.35,0.1695,0.463,0.035,0.089,0.147,0.231,0.499,0.217,39632,40711,68435,56274,0.3244,0.3261,0.0933,0.2181,0.4046,0.5132,0.7073,0.6155,0,0.8124,0.0206,45823.00,1.18
175,13,"Dayton-Springfield-Greenville, OH",Midwest,39.75894780,-84.19160690,2012,1.92,0.78,2.46,2.36,2.72,1.26,2790370866.0,44356,0,0,38796.00,0,4.57,0.255,0.231,0.1759,0.88,0.0075,0,0,0.6967,-0.0011,0.1163,291.70,0,0.393,0.0309,0.449,0.036,0.091,0.152,0.237,0.484,0.201,28261,39150,48241,44848,0.4613,0.4357,0.2031,0.2602,0.4113,0.4284,0.7017,0.6546,0,0.8398,0.0282,7358.40,0.63
176,14,"Denver-Aurora-Boulder, CO",West,39.73915360,-104.98470340,2012,2.52,1.88,3.48,2.62,2.95,1.68,3355784998.0,60216,0,0,49623.00,0,5.41,0.412,0.396,0.1831,0.8893,0.0121,0,0,0.3689,0.0176,0.1487,337.50,0,0.444,0.1172,0.458,0.034,0.09,0.15,0.233,0.493,0.212,39116,41666,68513,61331,0.4125,0.3094,0.0738,0.1735,0.3992,0.4624,0.6946,0.6381,0,0.7554,0.0258,76717.00,2.41
177,15,"Detroit-Warren-Flint, MI",Midwest,42.34866350,-83.05673750,2012,1.93,1.92,2.6,2.14,1.69,1.33,55387305415.0,49042,0,0,41276.00,0,5.37,0.316,0.282,0.1851,0.8813,0.0136,0,0,0.3552,-0.0012,0.12,574.40,0,0.333,0.0818,0.467,0.031,0.086,0.148,0.236,0.498,0.21,29826,40058,56403,50038,0.4865,0.3552,0.1518,0.251,0.4562,0.5545,0.7778,0.6976,0,0.8373,0.0303,43424.74,24.34
178,16,"Fresno-Madera, CA",Southwest,36.72944550,-119.70886061,2012,1.43,0.05,1.93,2.05,1.53,1.58,2626412853.0,33837,0,0,33672.00,0,3.68,0.161,0.184,0.2249,0.7328,0.0067,0,0,0.2377,0.0079,0.2047,539.80,0,0,0.2212,0.467,0.034,0.085,0.146,0.236,0.5,0.209,27050,35868,57769,44587,0.5289,0.4404,0.1817,0.3768,0.2923,0.4338,0.6784,0.545,0,0.7708,0.0343,14304.22,49.07
179,17,"Grand Rapids-Muskegon-Holland, MI",Midwest,42.96335990,-85.66808630,2012,2.17,0.88,2.82,3.04,2.74,1.34,3156396520.0,43277,0,0,35720.00,0,5.37,0.29,0.259,0.195,0.8889,0.0102,0,0,0.694,0.0038,0.1049,0,0,0.388,0.0526,0.434,0.04,0.096,0.157,0.235,0.473,0.202,23727,36185,52637,49826,0.5704,0.3733,0.1419,0.2143,0.3596,0.5085,0.7898,0.7436,0,0.8398,0.0224,11473.74,24.34
180,18,"Greensboro-Winston-Salem-High Point, NC",Southeast,36.07263550,-79.79197540,2012,1.63,0.64,1.8,2.21,2.22,1.29,4281926132.0,47529,0,0,36471.00,0,4.22,0.276,0.247,0.1759,0.8349,0.0159,0,0,0.7637,0.0062,0.166,369.30,0,0.294,0.0761,0.463,0.035,0.089,0.147,0.232,0.498,0.216,31138,30589,47739,42237,0.3909,0.4641,0.162,0.2694,0.4466,0.4439,0.7534,0.6693,0,0.8391,0.0258,5213.66,7.62
181,19,"Greenville-Spartanburg-Anderson, SC",Southeast,34.85123160,-82.39851050,2012,1.57,0.66,1.77,2.08,2.13,1.22,12291825186.0,38413,0,0,34434.00,0,4.82,0.261,0.233,0.1781,0.8242,0.0144,0,0,0.6694,0.0066,0.1664,570.50,0,0.338,0.0547,0.466,0.035,0.086,0.147,0.232,0.5,0.215,27479,32660,47312,42558,0.4471,0.4426,0.1756,0.2595,0.4519,0.4623,0.759,0.6903,0,0.8593,0.0221,2305.54,1.28
182,20,"Hartford-West Hartford-Willimantic, CT",Northeast,41.76559900,-72.69058501,2012,2.47,1.97,3.21,2.77,2.9,1.51,9680377089.0,66203,0,0,53389.00,0,4.53,0.393,0.343,0.1745,0.8902,0.0103,0,0,0.6421,0.0016,0.079,285.80,0,0.383,0.1207,0.453,0.033,0.091,0.154,0.236,0.486,0.205,41260,32956,73544,65880,0.297,0.3523,0.0524,0.142,0.3922,0.3077,0.7678,0.6802,0,0.8221,0.0324,16078.76,126.51
183,21,"Houston-Baytown-Huntsville, TX",Southeast,29.95192650,-95.54091698,2012,2.4,3.56,2.74,2.27,1.94,1.47,99999999999.9,70173,0,0,50490.00,0,6.09,0.285,0.288,0.2099,0.807,0.0096,0,0,0.3798,0.0189,0.2422,561.50,0,0.375,0.2191,0.481,0.032,0.083,0.142,0.229,0.514,0.227,40094,41787,74754,55744,0.3203,0.3449,0.0856,0.2471,0.4518,0.5333,0.7273,0.6192,0,0.8002,0.0281,58216.62,1.18
184,22,"Indianapolis-Anderson-Columbus, IN",Midwest,39.76837950,-86.15804470,2012,2.01,1.72,2.77,2.37,1.86,1.31,10436038962.0,58835,0,0,41236.00,0,5.95,0.335,0.292,0.1944,0.8709,0.0136,0,0,0.2486,0.0092,0.14,599.50,0,0.352,0.058,0.455,0.036,0.091,0.149,0.233,0.491,0.213,31175,32898,54978,50480,0.3898,0.4624,0.1402,0.2135,0.3844,0.4063,0.7331,0.67,0,0.8414,0.0227,9991.37,8.60
185,23,"Jacksonville, FL",Southeast,30.33218380,-81.65565100,2012,1.42,1.58,-99,-99,2.61,0.06,2595020515.0,41650,0,0,40955.00,0,6.90,0,0,0,0,0,0,0,0.7923,0,0,513.40,0,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11500.90,11.39
186,24,"Kansas City-Overland Park-Kansas City, MO-KS",Midwest,39.08446870,-94.56302980,2012,2.27,1.93,3.31,2.8,1.96,1.34,0,53367,0,0,43373.00,0,5.48,0.358,0.327,0.1886,0.8992,0.0097,0,0,0.2268,0.007,0.1306,488.20,0,0.361,0.0608,0.447,0.036,0.093,0.154,0.235,0.482,0.206,32110,39600,60703,55020,0.4139,0.3121,0.1126,0.1872,0.4091,0.492,0.7266,0.6705,0,0.8336,0.0217,16794.08,0.50
187,25,"Knoxville-Sevierville-La Follette, TN",Southeast,35.96039480,-83.92102610,2012,1.73,0.95,2.07,1.96,2.38,1.29,2656750923.0,40236,0,0,36400.00,0,5.69,0.274,0.236,0.1613,0.8509,0.0093,0,0,0.5273,0.0058,0.1362,421.40,0,0.369,0.039,0.462,0.035,0.088,0.147,0.232,0.498,0.217,26299,33721,43609,42239,0.4261,0.4337,0.1994,0.2323,0.3659,0.3755,0.7195,0.6888,0,0.8516,0.0169,3173.12,6.95
188,26,"Las Vegas-Paradise-Pahrump, NV",Southwest,36.14520400,-115.16118060,2012,1.72,1.52,1.24,2.92,1.51,1.38,1811480065.0,42623,0,0,35764.00,0,7.45,0.208,0.218,0.1837,0.8315,0.0207,0,0,0.3661,0.0096,0.226,696.50,0,0.361,0.2142,0.449,0.037,0.094,0.151,0.23,0.488,0.212,37645,42047,56272,50701,0.3662,0.3073,0.1353,0.2349,0.32,0.427,0.621,0.5421,0,0.7888,0.0387,0.00,0.04
189,27,"Los Angeles-Long Beach-Riverside, CA",Southwest,34.05367810,-118.24270250,2012,2.14,1.89,2.55,2.35,1.73,2.2,75007521224.0,58734,0,0,43008.00,0,3.68,0.297,0.286,0.1951,0.7911,0.0085,0,0,0.0902,0.009,0.2103,393.00,0,0.407,0.3061,0.479,0.032,0.084,0.144,0.23,0.511,0.225,42297,46674,71204,57866,0.329,0.3062,0.0912,0.2378,0.3703,0.4337,0.6332,0.5326,0,0.7489,0.0352,535326.86,49.07
190,28,"Louisville-Jefferson County-Elizabethtown-Scottsburg, KY-IN",Southeast,38.25423760,-85.75940700,2012,1.08,2.1,-99,-99,1.15,0,0,0,0,0,0,0,5.20,0,0,0,0,0,0,0,0.3306,0,0,0,0,0.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34
191,29,"Memphis, TN-MS-AR",Southeast,35.14902150,-90.05162850,2012,0.93,1.65,-99,-99,1.1,0.04,0,47075,0,0,40008.00,0,5.69,0,0,0,0,0,0,0,0.5601,0,0,1056.80,0,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8404.56,6.95
192,30,"Miami-Fort Lauderdale-Pompano Beach, FL",Southeast,25.77426580,-80.19365890,2012,1.8,2.35,-99,-99,2.75,0.31,47858713857.0,44580,0,0,43958.00,0,6.90,0,0,0,0,0,0,0,0.6749,0,0,565.20,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130662.62,11.39
193,31,"Milwaukee-Racine-Waukesha, WI",Midwest,43.03499310,-87.92249700,2012,2.05,1.34,3.25,2.22,2.05,1.4,9175579141.0,56524,0,0,45032.00,0,4.39,0.35,0.31,0.1939,0.888,0.0094,0,0,0.4699,0.003,0.0968,575.60,0,0.322,0.0676,0.459,0.035,0.088,0.151,0.236,0.491,0.213,26162,36571,61102,52468,0.5302,0.3672,0.0808,0.2326,0.31,0.4159,0.7034,0.6187,0,0.8085,0.0366,46273.19,20.64
194,32,"Minneapolis-St. Paul-St. Cloud, MN-WI",Midwest,44.97729950,-93.26546920,2012,2.8,1.94,4.01,3.03,3.36,1.64,0,60878,0,0,49191.00,0,4.20,0.428,0.374,0.1854,0.9212,0.0065,0,0,0.5956,0.009,0.0854,,0,0.391,0.0913,0.440,0.037,0.096,0.156,0.234,0.478,0.206,29201,41422,69056,64596,0.4554,0.2889,0.0634,0.1426,0.2355,0.3996,0.7657,0.708,0,0.7889,0.026,80427.23,57.88
195,33,"Nashville-Davidson-Murfreesboro-Columbia, TN",Southeast,36.16222570,-86.77434190,2012,2.19,1.63,3.18,2.24,2.48,1.41,6402109822.0,54069,0,0,44201.00,0,5.69,0.347,0.303,0.1819,0.8712,0.0061,0,0,0.5847,0.0143,0.1385,665.90,0,0.366,0.072,0.466,0.035,0.089,0.147,0.227,0.503,0.226,34172,36412,55233,50832,0.3916,0.3941,0.1364,0.216,0.4296,0.3536,0.7244,0.6601,0,0.8223,0.0186,9303.30,6.95
